,USPS,ST,NAME,ZCTA5,LAT,LON
46586,Coimbra,07,Tavarede,3080-891,40.1708,-8.8457
46587,Coimbra,07,Figueira da Foz,3080-892,40.1509,-8.8618
46588,Coimbra,07,Figueira da Foz,3080-894,40.1509,-8.8618
46589,Coimbra,07,Figueira da Foz,3080-896,40.1509,-8.8618
46590,Coimbra,07,Tavarede,3080-897,40.1708,-8.8457
46591,Coimbra,07,Buarcos,3080-900,40.166,-8.8768
46592,Coimbra,07,Quiaios,3080-991,40.2144,-8.8498
46593,Coimbra,07,Buarcos,3080-996,40.166,-8.8768
46594,Coimbra,07,Figueira da Foz,3080-998,40.1509,-8.8618
46595,Coimbra,07,Figueira da Foz,3080-999,40.1509,-8.8618
46596,Coimbra,07,Figueira da Foz,3084-501,40.1509,-8.8618
46597,Coimbra,07,Marinha das Ondas,3090-001,40.0383,-8.825
46598,Coimbra,07,Marinha das Ondas,3090-002,40.0383,-8.825
46599,Coimbra,07,Marinha das Ondas,3090-003,40.0383,-8.825
46600,Coimbra,07,Marinha das Ondas,3090-004,40.0383,-8.825
46601,Coimbra,07,Marinha das Ondas,3090-005,40.0383,-8.825
46602,Coimbra,07,Marinha das Ondas,3090-006,40.0383,-8.825
46603,Coimbra,07,Marinha das Ondas,3090-007,40.0383,-8.825
46604,Coimbra,07,Zona Industrial da Figueira da Foz,3090-380,40.1291,-8.8572
46605,Coimbra,07,Gala,3090-380,40.13,-8.855
46606,Coimbra,07,Cova,3090-380,40.1271,-8.8616
46607,Coimbra,07,Caceira de Baixo,3090-398,40.1291,-8.8572
46608,Coimbra,07,Caceira de Cima,3090-399,40.1291,-8.8572
46609,Coimbra,07,Carvalhal,3090-400,40.1739,-8.7759
46610,Coimbra,07,Alhadas de Baixo,3090-401,40.1802,-8.8142
46611,Coimbra,07,Alhadas de Cima,3090-402,40.1802,-8.8142
46612,Coimbra,07,Arieira,3090-403,40.1667,-8.85
46613,Coimbra,07,Arruelas,3090-404,40.1802,-8.8142
46614,Coimbra,07,Bica,3090-405,40.2,-8.8167
46615,Coimbra,07,Broeiras,3090-406,40.1802,-8.8142
46616,Coimbra,07,Casal dos Bernardes,3090-408,40.1802,-8.8142
46617,Coimbra,07,Casal Cágados,3090-409,40.1802,-8.8142
46618,Coimbra,07,Casal do Grelo,3090-410,40.1742,-8.7843
46619,Coimbra,07,Casal do Mato,3090-411,40.1737,-8.783
46620,Coimbra,07,Costeira,3090-412,40.1742,-8.7843
46621,Coimbra,07,Esperança,3090-413,40.1602,-8.8533
46622,Coimbra,07,Estalagem,3090-414,40.1742,-8.7843
46623,Coimbra,07,Fanates,3090-415,40.1742,-8.7843
46624,Coimbra,07,Fonte Cainha,3090-416,40.1742,-8.7843
46625,Coimbra,07,Fonte Quente,3090-417,40.1742,-8.7843
46626,Coimbra,07,Fonte do Ramilo,3090-418,40.173,-8.7802
46627,Coimbra,07,Guadalupe,3090-419,40.1992,-8.7529
46628,Coimbra,07,Pena,3090-420,40.198,-8.7896
46629,Coimbra,07,Pincho,3090-421,40.2147,-8.8013
46630,Coimbra,07,Porto Carvalhal,3090-422,40.1915,-8.7769
46631,Coimbra,07,Porto Liceia,3090-423,40.2014,-8.7742
46632,Coimbra,07,Redondos,3090-424,40.198,-8.7896
46633,Coimbra,07,Santo Amaro da Amoreira,3090-425,40.2003,-8.8028
46634,Coimbra,07,Seixido,3090-426,40.198,-8.7896
46635,Coimbra,07,Serra das Alhadas,3090-427,40.1814,-8.7992
46636,Coimbra,07,Várzea (Alhadas),3090-428,40.1986,-8.7831
46637,Coimbra,07,Alqueidão,3090-431,40.0965,-8.7744
46638,Coimbra,07,Asseiço,3090-432,40.0704,-8.7688
46639,Coimbra,07,Casal Verde,3090-433,40.0818,-8.7856
46640,Coimbra,07,Pipelo,3090-434,40.0887,-8.7827
46641,Coimbra,07,Azenha a Nova,3090-446,40.2243,-8.7208
46642,Coimbra,07,Ferreira-A-Nova,3090-446,40.2353,-8.7385
46643,Coimbra,07,Tromelgo,3090-447,40.2379,-8.7368
46644,Coimbra,07,Netos,3090-448,40.254,-8.7511
46645,Coimbra,07,Santa Bárbara,3090-449,40.2379,-8.7368
46646,Coimbra,07,Armazéns,3090-451,40.1077,-8.8378
46647,Coimbra,07,Bairro Alto,3090-452,40.0901,-8.8351
46648,Coimbra,07,Bizorreiro,3090-453,40.0971,-8.8245
46649,Coimbra,07,Boavista,3090-454,40.1026,-8.8343
46650,Coimbra,07,Carvalhais,3090-455,40.0694,-8.8204
46651,Coimbra,07,Casal da Fonte,3090-457,40.1056,-8.8341
46652,Coimbra,07,Costa de Lavos,3090-458,40.0911,-8.8746
46653,Coimbra,07,Franco,3090-459,40.0571,-8.8199
46654,Coimbra,07,Regalheiras,3090-460,40.0903,-8.8368
46655,Coimbra,07,Santa Luzia,3090-461,40.0942,-8.8371
46656,Coimbra,07,Outeiro,3090-462,40.06,-8.813
46657,Coimbra,07,Zona Industrial da Figueira da Foz,3090-463,40.1597,-8.7615
46658,Coimbra,07,Casal da Falca,3090-464,40.1597,-8.7615
46659,Coimbra,07,Maiorca,3090-465,40.1664,-8.7557
46660,Coimbra,07,Maiorca,3090-466,40.1664,-8.7557
46661,Coimbra,07,Maiorca,3090-467,40.1664,-8.7557
46662,Coimbra,07,Arneiro de São João,3090-468,40.1597,-8.7615
46663,Coimbra,07,Maiorca,3090-469,40.1664,-8.7557
46664,Coimbra,07,Maiorca,3090-470,40.1664,-8.7557
46665,Coimbra,07,Maiorca,3090-471,40.1664,-8.7557
46666,Coimbra,07,Maiorca,3090-472,40.1664,-8.7557
46667,Coimbra,07,Maiorca,3090-473,40.1664,-8.7557
46668,Coimbra,07,Arneiro de São João,3090-474,40.1663,-8.7557
46669,Coimbra,07,Maiorca,3090-475,40.1664,-8.7557
46670,Coimbra,07,Maiorca,3090-476,40.1664,-8.7557
46671,Coimbra,07,Porto da Boiça,3090-477,40.1664,-8.7557
46672,Coimbra,07,Maiorca,3090-477,40.1664,-8.7557
46673,Coimbra,07,Maiorca,3090-478,40.1664,-8.7557
46674,Coimbra,07,Maiorca,3090-479,40.1664,-8.7557
46675,Coimbra,07,Maiorca,3090-480,40.1664,-8.7557
46676,Coimbra,07,Maiorca,3090-481,40.1664,-8.7557
46677,Coimbra,07,Maiorca,3090-482,40.1664,-8.7557
46678,Coimbra,07,Maiorca,3090-483,40.1664,-8.7557
46679,Coimbra,07,Leirosa,3090-484,40.0561,-8.8866
46680,Coimbra,07,Marinha das Ondas,3090-485,40.0383,-8.825
46681,Coimbra,07,Bizorreiro,3090-491,40.0685,-8.795
46682,Coimbra,07,Casal Novo,3090-492,40.0533,-8.7923
46683,Coimbra,07,Copeiro,3090-493,40.0575,-8.809
46684,Coimbra,07,Outeiro,3090-494,40.06,-8.813
46685,Coimbra,07,Paião,3090-495,40.0717,-8.8044
46686,Coimbra,07,Portela,3090-496,40.0822,-8.7747
46687,Coimbra,07,Telhada,3090-497,40.0611,-8.7708
46688,Coimbra,07,Vale Vendeiro,3090-498,40.0669,-8.7779
46689,Coimbra,07,Vales,3090-499,40.0772,-8.793
46690,Coimbra,07,Seiça,3090-500,40.0685,-8.795
46691,Coimbra,07,Asseiço,3090-501,40.0704,-8.7688
46692,Coimbra,07,Fonte do Ramilo,3090-530,40.1667,-8.7503
46693,Coimbra,07,Fontela,3090-641,40.1473,-8.8185
46694,Coimbra,07,Casal da Marinha,3090-642,40.1404,-8.8027
46695,Coimbra,07,Casal de Andrade,3090-643,40.1376,-8.794
46696,Coimbra,07,Ervedinho,3090-644,40.1376,-8.7908
46697,Coimbra,07,Feteira de Baixo,3090-645,40.1376,-8.794
46698,Coimbra,07,Feteira de Cima,3090-646,40.1418,-8.7826
46699,Coimbra,07,Gandara de Lares,3090-647,40.1285,-8.7829
46700,Coimbra,07,Lares,3090-648,40.13,-8.7868
46701,Coimbra,07,Relvinhas,3090-649,40.1376,-8.794
46702,Coimbra,07,Salmanha,3090-650,40.1444,-8.8043
46703,Coimbra,07,Seixal,3090-651,40.1444,-8.8043
46704,Coimbra,07,Vale Rosas,3090-652,40.1444,-8.8043
46705,Coimbra,07,Vila Verde,3090-653,40.1444,-8.8043
46706,Coimbra,07,Cabedelo,3090-661,40.1271,-8.8616
46707,Coimbra,07,Cova,3090-662,40.1271,-8.8616
46708,Coimbra,07,Cova,3090-663,40.1271,-8.8616
46709,Coimbra,07,Cova,3090-664,40.1271,-8.8616
46710,Coimbra,07,Cova,3090-665,40.1271,-8.8616
46711,Coimbra,07,Cova,3090-666,40.1271,-8.8616
46712,Coimbra,07,Cova,3090-667,40.1271,-8.8616
46713,Coimbra,07,Cova,3090-668,40.1271,-8.8616
46714,Coimbra,07,Cova,3090-669,40.1271,-8.8616
46715,Coimbra,07,Cova,3090-670,40.1271,-8.8616
46716,Coimbra,07,Cova,3090-671,40.1271,-8.8616
46717,Coimbra,07,Cova,3090-672,40.1271,-8.8616
46718,Coimbra,07,Cova,3090-673,40.1271,-8.8616
46719,Coimbra,07,Cova,3090-674,40.1271,-8.8616
46720,Coimbra,07,Cova,3090-675,40.1271,-8.8616
46721,Coimbra,07,Cova,3090-676,40.1271,-8.8616
46722,Coimbra,07,Cova,3090-677,40.1271,-8.8616
46723,Coimbra,07,Cova,3090-678,40.1271,-8.8616
46724,Coimbra,07,Cova,3090-679,40.1271,-8.8616
46725,Coimbra,07,Cova,3090-680,40.1271,-8.8616
46726,Coimbra,07,Cova,3090-681,40.1271,-8.8616
46727,Coimbra,07,Cova,3090-682,40.1271,-8.8616
46728,Coimbra,07,Cova,3090-683,40.1271,-8.8616
46729,Coimbra,07,Cova,3090-684,40.1271,-8.8616
46730,Coimbra,07,Cova,3090-685,40.1271,-8.8616
46731,Coimbra,07,Cova,3090-686,40.1271,-8.8616
46732,Coimbra,07,Cova,3090-687,40.1271,-8.8616
46733,Coimbra,07,Gala,3090-688,40.13,-8.855
46734,Coimbra,07,Cova,3090-688,40.1271,-8.8616
46735,Coimbra,07,Cova,3090-689,40.1271,-8.8616
46736,Coimbra,07,Cova,3090-690,40.1271,-8.8616
46737,Coimbra,07,Cova,3090-691,40.1271,-8.8616
46738,Coimbra,07,Cova,3090-692,40.1271,-8.8616
46739,Coimbra,07,Cova,3090-693,40.1271,-8.8616
46740,Coimbra,07,Cova,3090-694,40.1271,-8.8616
46741,Coimbra,07,Cova,3090-695,40.1271,-8.8616
46742,Coimbra,07,Cova,3090-696,40.1271,-8.8616
46743,Coimbra,07,Cova,3090-697,40.1271,-8.8616
46744,Coimbra,07,Gala,3090-698,40.13,-8.855
46745,Coimbra,07,Cova,3090-698,40.1271,-8.8616
46746,Coimbra,07,Cova,3090-699,40.1271,-8.8616
46747,Coimbra,07,Cova,3090-700,40.1271,-8.8616
46748,Coimbra,07,Cova,3090-701,40.1271,-8.8616
46749,Coimbra,07,Cova,3090-702,40.1271,-8.8616
46750,Coimbra,07,Cova,3090-703,40.1271,-8.8616
46751,Coimbra,07,Cova,3090-704,40.1271,-8.8616
46752,Coimbra,07,Cova,3090-705,40.1271,-8.8616
46753,Coimbra,07,Gala,3090-706,40.13,-8.855
46754,Coimbra,07,Gala,3090-707,40.13,-8.855
46755,Coimbra,07,Cova,3090-707,40.1271,-8.8616
46756,Coimbra,07,Cova,3090-708,40.1271,-8.8616
46757,Coimbra,07,Gala,3090-709,40.13,-8.855
46758,Coimbra,07,Gala,3090-710,40.13,-8.855
46759,Coimbra,07,Cova,3090-710,40.1271,-8.8616
46760,Coimbra,07,Gala,3090-711,40.13,-8.855
46761,Coimbra,07,Cova,3090-711,40.1271,-8.8616
46762,Coimbra,07,Gala,3090-712,40.13,-8.855
46763,Coimbra,07,Cova,3090-712,40.1271,-8.8616
46764,Coimbra,07,Gala,3090-713,40.13,-8.855
46765,Coimbra,07,Cova,3090-714,40.1271,-8.8616
46766,Coimbra,07,Gala,3090-715,40.13,-8.855
46767,Coimbra,07,Gala,3090-716,40.13,-8.855
46768,Coimbra,07,Gala,3090-717,40.13,-8.855
46769,Coimbra,07,Cova,3090-718,40.1271,-8.8616
46770,Coimbra,07,Gala,3090-719,40.13,-8.855
46771,Coimbra,07,Gala,3090-720,40.13,-8.855
46772,Coimbra,07,Gala,3090-721,40.13,-8.855
46773,Coimbra,07,Gala,3090-722,40.13,-8.855
46774,Coimbra,07,Cova,3090-723,40.1271,-8.8616
46775,Coimbra,07,Gala,3090-723,40.13,-8.855
46776,Coimbra,07,Gala,3090-724,40.13,-8.855
46777,Coimbra,07,Cova,3090-725,40.1271,-8.8616
46778,Coimbra,07,Cova,3090-726,40.1271,-8.8616
46779,Coimbra,07,Gala,3090-727,40.13,-8.855
46780,Coimbra,07,Cova,3090-727,40.1271,-8.8616
46781,Coimbra,07,Gala,3090-728,40.13,-8.855
46782,Coimbra,07,Cova,3090-729,40.1271,-8.8616
46783,Coimbra,07,Gala,3090-730,40.13,-8.855
46784,Coimbra,07,Cabedelo,3090-731,40.13,-8.855
46785,Coimbra,07,Gala,3090-731,40.13,-8.855
46786,Coimbra,07,Cova,3090-732,40.1271,-8.8616
46787,Coimbra,07,Gala,3090-732,40.13,-8.855
46788,Coimbra,07,Gala,3090-733,40.13,-8.855
46789,Coimbra,07,Gala,3090-734,40.13,-8.855
46790,Coimbra,07,Cova,3090-735,40.1271,-8.8616
46791,Coimbra,07,Gala,3090-736,40.13,-8.855
46792,Coimbra,07,Cova,3090-736,40.1271,-8.8616
46793,Coimbra,07,Cova,3090-737,40.1271,-8.8616
46794,Coimbra,07,Gala,3090-738,40.13,-8.855
46795,Coimbra,07,Cova,3090-739,40.1271,-8.8616
46796,Coimbra,07,Gala,3090-739,40.13,-8.855
46797,Coimbra,07,Gala,3090-740,40.13,-8.855
46798,Coimbra,07,Cova,3090-742,40.1271,-8.8616
46799,Coimbra,07,Cova,3090-745,40.1271,-8.8616
46800,Coimbra,07,Cova,3090-746,40.1271,-8.8616
46801,Coimbra,07,Cova,3090-747,40.1271,-8.8616
46802,Coimbra,07,Cova,3090-748,40.1271,-8.8616
46803,Coimbra,07,Gala,3090-749,40.13,-8.855
46804,Coimbra,07,São Pedro,3090-750,40.1271,-8.8616
46805,Coimbra,07,Cova,3090-751,40.1271,-8.8616
46806,Coimbra,07,Sampaio,3090-762,40.0464,-8.8562
46807,Coimbra,07,Marinha das Ondas,3090-763,40.0383,-8.825
46808,Coimbra,07,Canto das Rosas,3090-763,40.0383,-8.825
46809,Coimbra,07,Canto Pinas,3090-764,40.0257,-8.8055
46810,Coimbra,07,Cabeço Pedra,3090-765,40.0257,-8.8055
46811,Coimbra,07,Matos,3090-766,40.0434,-8.8367
46812,Coimbra,07,Cipreste,3090-767,40.0257,-8.8055
46813,Coimbra,07,Gigante,3090-768,40.0261,-8.8252
46814,Coimbra,07,Matas,3090-769,40.0233,-8.7997
46815,Coimbra,07,Canivetes,3090-770,40.2169,-8.737
46816,Coimbra,07,Casal Oliveiras,3090-771,40.2169,-8.737
46817,Coimbra,07,Santana,3090-772,40.2169,-8.737
46818,Coimbra,07,Santana,3090-773,40.2169,-8.737
46819,Coimbra,07,Santana,3090-774,40.2169,-8.737
46820,Coimbra,07,Santana,3090-775,40.2169,-8.737
46821,Coimbra,07,Santana,3090-776,40.2169,-8.737
46822,Coimbra,07,Santana,3090-777,40.2169,-8.737
46823,Coimbra,07,Santana,3090-778,40.2169,-8.737
46824,Coimbra,07,Santana,3090-779,40.2169,-8.737
46825,Coimbra,07,Santana,3090-780,40.2169,-8.737
46826,Coimbra,07,Santana,3090-781,40.2169,-8.737
46827,Coimbra,07,Santana,3090-782,40.2169,-8.737
46828,Coimbra,07,Santana,3090-783,40.2169,-8.737
46829,Coimbra,07,Santana,3090-784,40.2169,-8.737
46830,Coimbra,07,Santana,3090-785,40.2169,-8.737
46831,Coimbra,07,Santana,3090-786,40.2169,-8.737
46832,Coimbra,07,Santana,3090-787,40.2169,-8.737
46833,Coimbra,07,Santana,3090-788,40.2169,-8.737
46834,Coimbra,07,Santana,3090-789,40.2169,-8.737
46835,Coimbra,07,Santana,3090-790,40.2169,-8.737
46836,Coimbra,07,Santana,3090-791,40.2169,-8.737
46837,Coimbra,07,Santana,3090-792,40.2169,-8.737
46838,Coimbra,07,Santana,3090-793,40.2169,-8.737
46839,Coimbra,07,Santana,3090-794,40.2169,-8.737
46840,Coimbra,07,Santana,3090-795,40.2169,-8.737
46841,Coimbra,07,Santana,3090-796,40.2169,-8.737
46842,Coimbra,07,Santana,3090-797,40.2169,-8.737
46843,Coimbra,07,Santana,3090-798,40.2169,-8.737
46844,Coimbra,07,Santana,3090-799,40.2169,-8.737
46845,Coimbra,07,Santana,3090-800,40.2169,-8.737
46846,Coimbra,07,Santana,3090-801,40.2169,-8.737
46847,Coimbra,07,Santana,3090-802,40.2169,-8.737
46848,Coimbra,07,Santana,3090-803,40.2169,-8.737
46849,Coimbra,07,Santana,3090-804,40.2169,-8.737
46850,Coimbra,07,Canosa,3090-805,40.2538,-8.7378
46851,Coimbra,07,Coentros,3090-806,40.2766,-8.7412
46852,Coimbra,07,Casal de Seiça,3090-809,40.0518,-8.8342
46853,Coimbra,07,São Jorge,3090-810,40.0397,-8.8409
46854,Coimbra,07,Calvino,3090-811,40.0563,-8.7569
46855,Coimbra,07,Casenho,3090-812,40.0538,-8.7683
46856,Coimbra,07,Porto Godinho,3090-813,40.0469,-8.7435
46857,Coimbra,07,Serrião Alto,3090-814,40.0556,-8.7533
46858,Coimbra,07,Serrião,3090-815,40.0556,-8.7533
46859,Coimbra,07,Sobral,3090-816,40.0654,-8.7497
46860,Coimbra,07,Atouguia,3090-817,40.0554,-8.7479
46861,Coimbra,07,Azenha da Amieira,3090-820,40.2401,-8.7707
46862,Coimbra,07,Arneiro de Sazes,3090-821,40.2467,-8.7766
46863,Coimbra,07,Casal dos Chouriços,3090-822,40.2401,-8.7707
46864,Coimbra,07,Cunhas,3090-823,40.2272,-8.7623
46865,Coimbra,07,Gestinha,3090-824,40.2539,-8.768
46866,Coimbra,07,Lafrana,3090-825,40.2501,-8.765
46867,Coimbra,07,Lafrana de Baixo,3090-825,40.2501,-8.765
46868,Coimbra,07,Lafrana de Cima,3090-825,40.2501,-8.765
46869,Coimbra,07,Quinta dos Vigários,3090-826,40.2369,-8.7714
46870,Coimbra,07,Ribas,3090-827,40.2261,-8.7807
46871,Coimbra,07,Porto Lamas,3090-828,40.2401,-8.7707
46872,Coimbra,07,Barreiras,3090-829,40.2401,-8.7707
46873,Coimbra,07,Fontinhas,3090-830,40.1548,-8.7547
46874,Coimbra,07,Casal Verde,3090-831,40.0818,-8.7856
46875,Coimbra,07,Amieira,3090-832,40.0882,-8.7689
46876,Coimbra,07,Barra,3090-833,40.0924,-8.782
46877,Coimbra,07,Barroqueira,3090-834,40.1548,-8.7547
46878,Coimbra,07,Calvete,3090-835,40.0786,-8.76
46879,Coimbra,07,Negrote,3090-836,40.0905,-8.7818
46880,Coimbra,07,Porto Carvalho,3090-837,40.23,-8.7379
46881,Coimbra,07,Azenha a Nova,3090-838,40.2243,-8.7208
46882,Coimbra,07,Casal da Areia,3090-839,40.2499,-8.7419
46883,Coimbra,07,Queridas,3090-840,40.249,-8.7534
46884,Coimbra,07,São Pedro,3090-868,40.1636,-8.7717
46885,Coimbra,07,São Pedro,3090-869,40.1636,-8.7717
46886,Coimbra,07,São Pedro,3090-870,40.1286,-8.8583
46887,Coimbra,07,Gala,3090-871,40.13,-8.855
46888,Coimbra,07,São Pedro,3090-872,40.1286,-8.8583
46889,Coimbra,07,São Pedro,3090-873,40.1286,-8.8583
46890,Coimbra,07,Cova,3090-874,40.1271,-8.8616
46891,Coimbra,07,Cova,3090-875,40.1271,-8.8616
46892,Coimbra,07,Gala,3090-876,40.13,-8.855
46893,Coimbra,07,Cova,3090-877,40.1271,-8.8616
46894,Coimbra,07,São Pedro,3090-878,40.1286,-8.8583
46895,Coimbra,07,Gala,3090-879,40.13,-8.855
46896,Coimbra,07,Cova,3090-880,40.1271,-8.8616
46897,Coimbra,07,Cova,3090-881,40.1271,-8.8616
46898,Coimbra,07,Cova,3090-898,40.1271,-8.8616
46899,Coimbra,07,Santana,3090-899,40.2169,-8.737
46900,Coimbra,07,Santana,3090-900,40.2169,-8.737
46901,Coimbra,07,Santana,3090-901,40.2169,-8.737
46902,Coimbra,07,Farrestelo,3090-905,40.2169,-8.737
46903,Coimbra,07,Santana,3090-990,40.2169,-8.737
46904,Coimbra,07,Marinha das Ondas,3090-992,40.0383,-8.825
46905,Coimbra,07,Maiorca,3090-993,40.1664,-8.7557
46906,Coimbra,07,Paião,3090-994,40.0717,-8.8044
46907,Coimbra,07,Cova,3094-001,40.1271,-8.8616
46908,Coimbra,07,Marinha das Ondas,3094-002,40.0383,-8.825
46909,Coimbra,07,Marinha das Ondas,3094-003,40.0383,-8.825
46910,Coimbra,07,Góis,3330-000,40.1574,-8.1101
46911,Coimbra,07,Sandinha,3330-011,40.1449,-8.0516
46912,Coimbra,07,Tarrastal,3330-012,40.1331,-8.0676
46913,Coimbra,07,Cabreira,3330-013,40.1438,-8.0723
46914,Coimbra,07,Cadafaz,3330-014,40.1345,-8.0531
46915,Coimbra,07,Candosa,3330-015,40.1506,-8.0279
46916,Coimbra,07,Capelo,3330-016,40.1521,-8.043
46917,Coimbra,07,Corterredor,3330-017,40.1143,-8.0658
46918,Coimbra,07,Mestras,3330-018,40.0944,-8.0762
46919,Coimbra,07,Foz do Vale,3330-019,40.1335,-8.0572
46920,Coimbra,07,Açor,3330-066,40.1707,-7.9909
46921,Coimbra,07,Salgado,3330-067,40.1535,-7.9983
46922,Coimbra,07,Sobral,3330-068,40.1536,-8.0159
46923,Coimbra,07,Soito,3330-069,40.1363,-7.988
46924,Coimbra,07,Adela,3330-070,40.176,-7.9907
46925,Coimbra,07,Carrima,3330-071,40.1434,-7.9926
46926,Coimbra,07,Aldeia Velha,3330-072,40.1255,-8.0057
46927,Coimbra,07,Colmeal,3330-073,40.1433,-8.0023
46928,Coimbra,07,Malhada,3330-074,40.1288,-7.9716
46929,Coimbra,07,Carvalhal do Sapo,3330-075,40.1434,-7.9926
46930,Coimbra,07,Quinta das Águias,3330-076,40.1434,-7.9926
46931,Coimbra,07,Quinta de Belinde,3330-077,40.1434,-7.9926
46932,Coimbra,07,Saião,3330-078,40.1434,-7.9926
46933,Coimbra,07,Vale D'Asna,3330-079,40.1434,-7.9926
46934,Coimbra,07,Obrais,3330-101,40.0261,-8.1373
46935,Coimbra,07,Pisão,3330-102,40.0398,-8.0966
46936,Coimbra,07,Amieiros,3330-103,40.0496,-8.1673
46937,Coimbra,07,Portela do Torgal,3330-104,40.0496,-8.1673
46938,Coimbra,07,Redinha,3330-105,40.0496,-8.1673
46939,Coimbra,07,Amiosinho,3330-106,40.0496,-8.1673
46940,Coimbra,07,Relva da Mó,3330-107,40.0496,-8.1673
46941,Coimbra,07,Roda Cimeira,3330-108,40.0653,-8.1004
46942,Coimbra,07,Roda Fundeira,3330-109,40.0602,-8.09
46943,Coimbra,07,Santa Margarida,3330-110,40.0372,-8.1055
46944,Coimbra,07,Amioso Cimeiro,3330-111,40.038,-8.1255
46945,Coimbra,07,Seixo,3330-112,40.0398,-8.0966
46946,Coimbra,07,Simantorta,3330-113,40.0729,-8.0598
46947,Coimbra,07,Amioso do Senhor,3330-114,40.0315,-8.1242
46948,Coimbra,07,Tulhas,3330-115,40.0372,-8.1055
46949,Coimbra,07,Vale da Fonte,3330-116,40.0372,-8.1055
46950,Coimbra,07,Vale das Eiras,3330-117,40.0372,-8.1055
46951,Coimbra,07,Vale do Ervideiro,3330-118,40.0372,-8.1055
46952,Coimbra,07,Amioso Fundeiro,3330-119,40.0065,-8.1124
46953,Coimbra,07,Varzina,3330-120,40.0872,-8.0735
46954,Coimbra,07,Boiça,3330-121,40.0414,-8.1485
46955,Coimbra,07,Cabeçadas,3330-122,40.0398,-8.0966
46956,Coimbra,07,Candeia,3330-123,40.0872,-8.0735
46957,Coimbra,07,Caniçal,3330-124,40.0287,-8.0868
46958,Coimbra,07,Corga da Vaca,3330-125,40.0872,-8.0735
46959,Coimbra,07,Carrasqueira,3330-126,40.0203,-8.0722
46960,Coimbra,07,Casal de Baixo,3330-127,40.0872,-8.0735
46961,Coimbra,07,Casal de Cima,3330-128,40.0343,-8.0688
46962,Coimbra,07,Casal Novo,3330-129,40.0777,-8.1047
46963,Coimbra,07,Cerejeirinhas,3330-130,40.0326,-8.066
46964,Coimbra,07,Coelhosa,3330-131,40.036,-8.035
46965,Coimbra,07,Telhada,3330-132,40.0512,-8.0357
46966,Coimbra,07,Cortes,3330-133,39.9897,-8.1062
46967,Coimbra,07,Covão,3330-134,40.0321,-8.075
46968,Coimbra,07,Estevianas,3330-135,40.0326,-8.066
46969,Coimbra,07,Fonte dos Sapos,3330-136,40.0326,-8.066
46970,Coimbra,07,Fonte Limpa,3330-137,40.0428,-8.0565
46971,Coimbra,07,Algares,3330-138,40.068,-8.0449
46972,Coimbra,07,Lomba,3330-139,40.0087,-8.1086
46973,Coimbra,07,Alvares,3330-140,40.0171,-8.0993
46974,Coimbra,07,Mega Cimeira,3330-141,40.0187,-8.1495
46975,Coimbra,07,Mega Fundeira,3330-142,39.9872,-8.1245
46976,Coimbra,07,Milreu,3330-143,40.0112,-8.105
46977,Coimbra,07,Foz de Alvares,3330-144,40.0218,-8.0468
46978,Coimbra,07,Cilha Velha,3330-145,40.0112,-8.105
46979,Coimbra,07,Vale da Mó,3330-146,40.0112,-8.105
46980,Coimbra,07,Lages,3330-147,40.0112,-8.105
46981,Coimbra,07,Tapada de Fraga,3330-148,40.0112,-8.105
46982,Coimbra,07,Escaldado,3330-149,40.0112,-8.105
46983,Coimbra,07,Cunhal de Cá,3330-150,40.0457,-8.0966
46984,Coimbra,07,Vale do Laço,3330-151,40.0457,-8.0966
46985,Coimbra,07,Alvem,3330-201,40.1498,-8.126
46986,Coimbra,07,Nogueiro,3330-202,40.1667,-8.1333
46987,Coimbra,07,Outeiro,3330-203,40.135,-8.1206
46988,Coimbra,07,Pena,3330-204,40.1108,-8.1351
46989,Coimbra,07,Piães,3330-205,40.1459,-8.1287
46990,Coimbra,07,Pontão de Seladinho,3330-206,40.1459,-8.1287
46991,Coimbra,07,Ponte do Sotão,3330-207,40.1459,-8.1287
46992,Coimbra,07,Portela,3330-208,40.1448,-8.1392
46993,Coimbra,07,Góis,3330-209,40.1574,-8.1101
46994,Coimbra,07,Póvoa de Góis,3330-210,40.1966,-8.1003
46995,Coimbra,07,Povorais,3330-211,40.0956,-8.1337
46996,Coimbra,07,Regateira,3330-212,40.1438,-8.1312
46997,Coimbra,07,Ribeira Cimeira,3330-213,40.1133,-8.1174
46998,Coimbra,07,Ribeira Fundeira,3330-214,40.1438,-8.1312
46999,Coimbra,07,Samoura,3330-215,40.1438,-8.1312
47000,Coimbra,07,São Martinho,3330-216,40.1787,-8.0944
47001,Coimbra,07,Vale Boa,3330-217,40.1794,-8.077
47002,Coimbra,07,Vale Godinho,3330-218,40.1438,-8.1312
47003,Coimbra,07,Vale Maceira,3330-219,40.135,-8.1206
47004,Coimbra,07,Vale Moreiro,3330-220,40.1667,-8.1
47005,Coimbra,07,Bordeiro,3330-221,40.1866,-8.0916
47006,Coimbra,07,Aigra Nova,3330-222,40.1203,-8.1543
47007,Coimbra,07,Carcavelos,3330-223,40.1436,-8.1159
47008,Coimbra,07,Alagoa,3330-224,40.1718,-8.123
47009,Coimbra,07,Carvalhal Miúdo,3330-225,40.1479,-8.1215
47010,Coimbra,07,Casal Loureiro,3330-226,40.1479,-8.1215
47011,Coimbra,07,Caselhos,3330-227,40.1479,-8.1215
47012,Coimbra,07,Albergaria,3330-228,40.1364,-8.1549
